Geography 2,geo_code,North American Industry Classification System (NAICS) 4,Reference period,avg_hr_wage
Alberta,48,"Finance, insurance, real estate, rental and leasing",2012,26.73
Alberta,48,"Finance, insurance, real estate, rental and leasing",2013,27.95
Alberta,48,"Finance, insurance, real estate, rental and leasing",2014,28.86
Alberta,48,"Finance, insurance, real estate, rental and leasing",2015,29.43
Alberta,48,"Professional, scientific and technical services",1997,17.88
Alberta,48,"Professional, scientific and technical services",1998,19.35
Alberta,48,"Professional, scientific and technical services",1999,20.56
Alberta,48,"Professional, scientific and technical services",2000,21.08
Alberta,48,"Professional, scientific and technical services",2001,21.91
Alberta,48,"Professional, scientific and technical services",2002,21.74
Alberta,48,"Professional, scientific and technical services",2003,22.7
Alberta,48,"Professional, scientific and technical services",2004,23.14
Alberta,48,"Professional, scientific and technical services",2005,25.44
Alberta,48,"Professional, scientific and technical services",2006,26.47
Alberta,48,"Professional, scientific and technical services",2007,27.47
Alberta,48,"Professional, scientific and technical services",2008,29.06
Alberta,48,"Professional, scientific and technical services",2009,31.16
Alberta,48,"Professional, scientific and technical services",2010,31.18
Alberta,48,"Professional, scientific and technical services",2011,32.44
Alberta,48,"Professional, scientific and technical services",2012,32.75
Alberta,48,"Professional, scientific and technical services",2013,35.33
Alberta,48,"Professional, scientific and technical services",2014,34.52
Alberta,48,"Professional, scientific and technical services",2015,36.57
Alberta,48,"Business, building and other support services 8",1997,11.74
Alberta,48,"Business, building and other support services 8",1998,11.41
Alberta,48,"Business, building and other support services 8",1999,11.84
Alberta,48,"Business, building and other support services 8",2000,12.45
Alberta,48,"Business, building and other support services 8",2001,12.73
Alberta,48,"Business, building and other support services 8",2002,13.6
Alberta,48,"Business, building and other support services 8",2003,14.17
Alberta,48,"Business, building and other support services 8",2004,13.64
Alberta,48,"Business, building and other support services 8",2005,14.83
Alberta,48,"Business, building and other support services 8",2006,15.5
Alberta,48,"Business, building and other support services 8",2007,17.45
Alberta,48,"Business, building and other support services 8",2008,18.5
Alberta,48,"Business, building and other support services 8",2009,19.46
Alberta,48,"Business, building and other support services 8",2010,19.84
Alberta,48,"Business, building and other support services 8",2011,19.65
Alberta,48,"Business, building and other support services 8",2012,20.74
Alberta,48,"Business, building and other support services 8",2013,22.29
Alberta,48,"Business, building and other support services 8",2014,21.8
Alberta,48,"Business, building and other support services 8",2015,24.1
Alberta,48,Educational services,1997,18.5
Alberta,48,Educational services,1998,18.9
Alberta,48,Educational services,1999,19.3
Alberta,48,Educational services,2000,19.35
Alberta,48,Educational services,2001,20.36
Alberta,48,Educational services,2002,22.15
Alberta,48,Educational services,2003,22.59
Alberta,48,Educational services,2004,23
Alberta,48,Educational services,2005,24.29
Alberta,48,Educational services,2006,25.23
Alberta,48,Educational services,2007,25.95
Alberta,48,Educational services,2008,27.7
Alberta,48,Educational services,2009,28.73
Alberta,48,Educational services,2010,29.95
Alberta,48,Educational services,2011,30.34
Alberta,48,Educational services,2012,31.57
Alberta,48,Educational services,2013,31.15
Alberta,48,Educational services,2014,31.45
Alberta,48,Educational services,2015,33.2
Alberta,48,Health care and social assistance,1997,14.97
Alberta,48,Health care and social assistance,1998,15.42
Alberta,48,Health care and social assistance,1999,15.45
Alberta,48,Health care and social assistance,2000,16.11
Alberta,48,Health care and social assistance,2001,17.35
Alberta,48,Health care and social assistance,2002,18.25
Alberta,48,Health care and social assistance,2003,18.81
Alberta,48,Health care and social assistance,2004,19.39
Alberta,48,Health care and social assistance,2005,20.14
Alberta,48,Health care and social assistance,2006,21.56
Alberta,48,Health care and social assistance,2007,23.03
Alberta,48,Health care and social assistance,2008,24.39
Alberta,48,Health care and social assistance,2009,25.54
Alberta,48,Health care and social assistance,2010,25.75
Alberta,48,Health care and social assistance,2011,26.37
Alberta,48,Health care and social assistance,2012,26.74
Alberta,48,Health care and social assistance,2013,29.38
Alberta,48,Health care and social assistance,2014,29.51
Alberta,48,Health care and social assistance,2015,29.9
Alberta,48,"Information, culture and recreation",1997,14.72
Alberta,48,"Information, culture and recreation",1998,15.55
Alberta,48,"Information, culture and recreation",1999,15.56
Alberta,48,"Information, culture and recreation",2000,15.94
Alberta,48,"Information, culture and recreation",2001,16.13
Alberta,48,"Information, culture and recreation",2002,16.76
Alberta,48,"Information, culture and recreation",2003,16.99
Alberta,48,"Information, culture and recreation",2004,16.46
Alberta,48,"Information, culture and recreation",2005,18.1
Alberta,48,"Information, culture and recreation",2006,18.91
Alberta,48,"Information, culture and recreation",2007,20.21
Alberta,48,"Information, culture and recreation",2008,20.71
Alberta,48,"Information, culture and recreation",2009,21.23
Alberta,48,"Information, culture and recreation",2010,21.81
Alberta,48,"Information, culture and recreation",2011,22.22
Alberta,48,"Information, culture and recreation",2012,22.89
Alberta,48,"Information, culture and recreation",2013,23.43
Alberta,48,"Information, culture and recreation",2014,24.13
Alberta,48,"Information, culture and recreation",2015,24.59
Alberta,48,Accommodation and food services,1997,8.04
Alberta,48,Accommodation and food services,1998,8.27
Alberta,48,Accommodation and food services,1999,8.51
Alberta,48,Accommodation and food services,2000,9.34
Alberta,48,Accommodation and food services,2001,9.55
Alberta,48,Accommodation and food services,2002,9.8
Alberta,48,Accommodation and food services,2003,10
Alberta,48,Accommodation and food services,2004,10.15
Alberta,48,Accommodation and food services,2005,11.14
Alberta,48,Accommodation and food services,2006,11.9
Alberta,48,Accommodation and food services,2007,12.93
Alberta,48,Accommodation and food services,2008,13.49
Alberta,48,Accommodation and food services,2009,14.05
Alberta,48,Accommodation and food services,2010,13.92
Alberta,48,Accommodation and food services,2011,13.8
Alberta,48,Accommodation and food services,2012,14.88
Alberta,48,Accommodation and food services,2013,14.85
Alberta,48,Accommodation and food services,2014,15.2
Alberta,48,Accommodation and food services,2015,15.53
Alberta,48,Other services (except public administration),1997,12.34
Alberta,48,Other services (except public administration),1998,12.97
Alberta,48,Other services (except public administration),1999,12.87
Alberta,48,Other services (except public administration),2000,13.53
Alberta,48,Other services (except public administration),2001,14.18
Alberta,48,Other services (except public administration),2002,15.41
Alberta,48,Other services (except public administration),2003,14.99
Alberta,48,Other services (except public administration),2004,15.76
Alberta,48,Other services (except public administration),2005,16.41
Alberta,48,Other services (except public administration),2006,17.82
Alberta,48,Other services (except public administration),2007,19.63
Alberta,48,Other services (except public administration),2008,20.3
Alberta,48,Other services (except public administration),2009,21.64
Alberta,48,Other services (except public administration),2010,21.92
Alberta,48,Other services (except public administration),2011,21.88
Alberta,48,Other services (except public administration),2012,21.66
Alberta,48,Other services (except public administration),2013,22.71
Alberta,48,Other services (except public administration),2014,24.29
Alberta,48,Other services (except public administration),2015,25.04
Alberta,48,Public administration,1997,18.14
Alberta,48,Public administration,1998,18.87
Alberta,48,Public administration,1999,19.97
Alberta,48,Public administration,2000,20.28
Alberta,48,Public administration,2001,21.12
Alberta,48,Public administration,2002,22.64
Alberta,48,Public administration,2003,23.29
Alberta,48,Public administration,2004,24.44
Alberta,48,Public administration,2005,25.23
Alberta,48,Public administration,2006,26.65
Alberta,48,Public administration,2007,28.39
Alberta,48,Public administration,2008,30.24
Alberta,48,Public administration,2009,31.26
Alberta,48,Public administration,2010,31.62
Alberta,48,Public administration,2011,32.64
Alberta,48,Public administration,2012,33.87
Alberta,48,Public administration,2013,34.79
Alberta,48,Public administration,2014,35.8
Alberta,48,Public administration,2015,36.55
British Columbia,59,Agriculture 5,1997,11.5
British Columbia,59,Agriculture 5,1998,12.05
British Columbia,59,Agriculture 5,1999,13.72
British Columbia,59,Agriculture 5,2000,11.39
British Columbia,59,Agriculture 5,2001,11.89
British Columbia,59,Agriculture 5,2002,11.84
British Columbia,59,Agriculture 5,2003,12.78
British Columbia,59,Agriculture 5,2004,12.59
British Columbia,59,Agriculture 5,2005,12.69
British Columbia,59,Agriculture 5,2006,12.73
British Columbia,59,Agriculture 5,2007,14.46
British Columbia,59,Agriculture 5,2008,13.98
British Columbia,59,Agriculture 5,2009,14.96
British Columbia,59,Agriculture 5,2010,16.12
British Columbia,59,Agriculture 5,2011,15.63
British Columbia,59,Agriculture 5,2012,15.69
British Columbia,59,Agriculture 5,2013,17.27
British Columbia,59,Agriculture 5,2014,16.81
British Columbia,59,Agriculture 5,2015,17.08
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1997,21.42
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1998,21.24
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",1999,21.94
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2000,22.7
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2001,22.79
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2002,22.3
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2003,23.19
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2004,24.02
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2005,24.21
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2006,25.19
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2007,25.45
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2008,26.77
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2009,28.68
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2010,28.83
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2011,30.14
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2012,30.42
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2013,30.22
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2014,30.37
British Columbia,59,"Forestry, fishing, mining, quarrying, oil and gas 6 7",2015,32.78
British Columbia,59,Construction,1997,17.8
British Columbia,59,Construction,1998,18.62
British Columbia,59,Construction,1999,18.23
British Columbia,59,Construction,2000,18.95
British Columbia,59,Construction,2001,19.89
British Columbia,59,Construction,2002,20.02
British Columbia,59,Construction,2003,19.93
British Columbia,59,Construction,2004,19.82
British Columbia,59,Construction,2005,19.6
British Columbia,59,Construction,2006,20.53
British Columbia,59,Construction,2007,21.84
British Columbia,59,Construction,2008,22.98
British Columbia,59,Construction,2009,24.69
British Columbia,59,Construction,2010,24.83
British Columbia,59,Construction,2011,25.25
British Columbia,59,Construction,2012,25.6
British Columbia,59,Construction,2013,26.62
British Columbia,59,Construction,2014,27.04
British Columbia,59,Construction,2015,27.08
British Columbia,59,Manufacturing,1997,18.48
British Columbia,59,Manufacturing,1998,18.94
British Columbia,59,Manufacturing,1999,19.13
British Columbia,59,Manufacturing,2000,18.95
British Columbia,59,Manufacturing,2001,19.27
British Columbia,59,Manufacturing,2002,19.9
British Columbia,59,Manufacturing,2003,20.48
British Columbia,59,Manufacturing,2004,20.03
British Columbia,59,Manufacturing,2005,20.32
British Columbia,59,Manufacturing,2006,20.94
British Columbia,59,Manufacturing,2007,21.62
British Columbia,59,Manufacturing,2008,22.56
British Columbia,59,Manufacturing,2009,22.96
British Columbia,59,Manufacturing,2010,24.36
British Columbia,59,Manufacturing,2011,23.95
British Columbia,59,Manufacturing,2012,25.14
British Columbia,59,Manufacturing,2013,25.27
British Columbia,59,Manufacturing,2014,25.65
British Columbia,59,Manufacturing,2015,26.03
British Columbia,59,Wholesale and retail trade,1997,13.57
British Columbia,59,Wholesale and retail trade,1998,13.59
British Columbia,59,Wholesale and retail trade,1999,14.09
British Columbia,59,Wholesale and retail trade,2000,13.96
British Columbia,59,Wholesale and retail trade,2001,13.97
British Columbia,59,Wholesale and retail trade,2002,14.46
British Columbia,59,Wholesale and retail trade,2003,14.96
British Columbia,59,Wholesale and retail trade,2004,14.96
British Columbia,59,Wholesale and retail trade,2005,14.98
British Columbia,59,Wholesale and retail trade,2006,15.73
British Columbia,59,Wholesale and retail trade,2007,16.13
British Columbia,59,Wholesale and retail trade,2008,16.69
British Columbia,59,Wholesale and retail trade,2009,17.37
British Columbia,59,Wholesale and retail trade,2010,17.9
British Columbia,59,Wholesale and retail trade,2011,17.97
British Columbia,59,Wholesale and retail trade,2012,18.2
British Columbia,59,Wholesale and retail trade,2013,18.61
British Columbia,59,Wholesale and retail trade,2014,18.85
British Columbia,59,Wholesale and retail trade,2015,19.77
British Columbia,59,Transportation and warehousing,1997,18.21
British Columbia,59,Transportation and warehousing,1998,18.65
British Columbia,59,Transportation and warehousing,1999,19.02
British Columbia,59,Transportation and warehousing,2000,18.69
British Columbia,59,Transportation and warehousing,2001,20.07
British Columbia,59,Transportation and warehousing,2002,20.39
British Columbia,59,Transportation and warehousing,2003,20.4
British Columbia,59,Transportation and warehousing,2004,19.98
British Columbia,59,Transportation and warehousing,2005,21.15
British Columbia,59,Transportation and warehousing,2006,21.42
British Columbia,59,Transportation and warehousing,2007,21.95
British Columbia,59,Transportation and warehousing,2008,23.43
British Columbia,59,Transportation and warehousing,2009,23.58
British Columbia,59,Transportation and warehousing,2010,24.78
British Columbia,59,Transportation and warehousing,2011,24.93
British Columbia,59,Transportation and warehousing,2012,25.22
British Columbia,59,Transportation and warehousing,2013,26.76
British Columbia,59,Transportation and warehousing,2014,26.56
British Columbia,59,Transportation and warehousing,2015,27.38
British Columbia,59,"Finance, insurance, real estate, rental and leasing",1997,16.16
British Columbia,59,"Finance, insurance, real estate, rental and leasing",1998,17.27
British Columbia,59,"Finance, insurance, real estate, rental and leasing",1999,17.14
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2000,18.4
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2001,18.63
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2002,19.95
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2003,19.81
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2004,19.79
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2005,19.9
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2006,20.78
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2007,21
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2008,22.75
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2009,23.79
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2010,24.37
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2011,24.52
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2012,25.51
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2013,25.77
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2014,25.68
British Columbia,59,"Finance, insurance, real estate, rental and leasing",2015,27.61
British Columbia,59,"Professional, scientific and technical services",1997,19.14
British Columbia,59,"Professional, scientific and technical services",1998,19.64
British Columbia,59,"Professional, scientific and technical services",1999,20.47
British Columbia,59,"Professional, scientific and technical services",2000,20.36
British Columbia,59,"Professional, scientific and technical services",2001,21.43
British Columbia,59,"Professional, scientific and technical services",2002,22.51
British Columbia,59,"Professional, scientific and technical services",2003,22.72
British Columbia,59,"Professional, scientific and technical services",2004,22.08
British Columbia,59,"Professional, scientific and technical services",2005,24.32
British Columbia,59,"Professional, scientific and technical services",2006,25.05
British Columbia,59,"Professional, scientific and technical services",2007,25.26
British Columbia,59,"Professional, scientific and technical services",2008,26.07
British Columbia,59,"Professional, scientific and technical services",2009,28.56
British Columbia,59,"Professional, scientific and technical services",2010,28.49
British Columbia,59,"Professional, scientific and technical services",2011,28.91
British Columbia,59,"Professional, scientific and technical services",2012,29.19
British Columbia,59,"Professional, scientific and technical services",2013,31.3
British Columbia,59,"Professional, scientific and technical services",2014,30.23
British Columbia,59,"Professional, scientific and technical services",2015,31.13
British Columbia,59,"Business, building and other support services 8",1997,11.97
British Columbia,59,"Business, building and other support services 8",1998,12.09
British Columbia,59,"Business, building and other support services 8",1999,12.81
British Columbia,59,"Business, building and other support services 8",2000,12.81
British Columbia,59,"Business, building and other support services 8",2001,14.1
British Columbia,59,"Business, building and other support services 8",2002,14.17
British Columbia,59,"Business, building and other support services 8",2003,14.01
British Columbia,59,"Business, building and other support services 8",2004,14.73
British Columbia,59,"Business, building and other support services 8",2005,15.14
British Columbia,59,"Business, building and other support services 8",2006,15.11
British Columbia,59,"Business, building and other support services 8",2007,16.02
British Columbia,59,"Business, building and other support services 8",2008,17.08
British Columbia,59,"Business, building and other support services 8",2009,18.18
British Columbia,59,"Business, building and other support services 8",2010,18.04
British Columbia,59,"Business, building and other support services 8",2011,17.97
British Columbia,59,"Business, building and other support services 8",2012,18.42
British Columbia,59,"Business, building and other support services 8",2013,18.49
British Columbia,59,"Business, building and other support services 8",2014,18.89
British Columbia,59,"Business, building and other support services 8",2015,20.01
British Columbia,59,Educational services,1997,22.51
British Columbia,59,Educational services,1998,22.18
British Columbia,59,Educational services,1999,21.99
British Columbia,59,Educational services,2000,23.03
British Columbia,59,Educational services,2001,22.69
British Columbia,59,Educational services,2002,23.66
British Columbia,59,Educational services,2003,24.27
British Columbia,59,Educational services,2004,25.04
British Columbia,59,Educational services,2005,25.23
British Columbia,59,Educational services,2006,25.52
British Columbia,59,Educational services,2007,25.9
British Columbia,59,Educational services,2008,26.94
British Columbia,59,Educational services,2009,26.81
British Columbia,59,Educational services,2010,28.28
British Columbia,59,Educational services,2011,28.84
British Columbia,59,Educational services,2012,28.57
British Columbia,59,Educational services,2013,29.25
British Columbia,59,Educational services,2014,29.21
British Columbia,59,Educational services,2015,29.15
British Columbia,59,Health care and social assistance,1997,18.51
British Columbia,59,Health care and social assistance,1998,18.76
British Columbia,59,Health care and social assistance,1999,18.99
British Columbia,59,Health care and social assistance,2000,19.29
British Columbia,59,Health care and social assistance,2001,20.17
British Columbia,59,Health care and social assistance,2002,21.01
British Columbia,59,Health care and social assistance,2003,21.91
British Columbia,59,Health care and social assistance,2004,22.01
British Columbia,59,Health care and social assistance,2005,21.85
British Columbia,59,Health care and social assistance,2006,22.38
British Columbia,59,Health care and social assistance,2007,22.53
British Columbia,59,Health care and social assistance,2008,23.63
British Columbia,59,Health care and social assistance,2009,24.38
British Columbia,59,Health care and social assistance,2010,24.79
British Columbia,59,Health care and social assistance,2011,25.41
British Columbia,59,Health care and social assistance,2012,25.55
British Columbia,59,Health care and social assistance,2013,26.04
British Columbia,59,Health care and social assistance,2014,25.64
British Columbia,59,Health care and social assistance,2015,26.34
British Columbia,59,"Information, culture and recreation",1997,17.43
British Columbia,59,"Information, culture and recreation",1998,17.62
British Columbia,59,"Information, culture and recreation",1999,17.4
British Columbia,59,"Information, culture and recreation",2000,17.28
British Columbia,59,"Information, culture and recreation",2001,18.39
British Columbia,59,"Information, culture and recreation",2002,18.87
British Columbia,59,"Information, culture and recreation",2003,18.28
British Columbia,59,"Information, culture and recreation",2004,18.69
British Columbia,59,"Information, culture and recreation",2005,19.21
British Columbia,59,"Information, culture and recreation",2006,19.65
British Columbia,59,"Information, culture and recreation",2007,20.91
British Columbia,59,"Information, culture and recreation",2008,21.65
British Columbia,59,"Information, culture and recreation",2009,22.09
British Columbia,59,"Information, culture and recreation",2010,21.9
British Columbia,59,"Information, culture and recreation",2011,23.13
British Columbia,59,"Information, culture and recreation",2012,22.76
British Columbia,59,"Information, culture and recreation",2013,23.65
British Columbia,59,"Information, culture and recreation",2014,24.27
British Columbia,59,"Information, culture and recreation",2015,25.21
British Columbia,59,Accommodation and food services,1997,10.1
British Columbia,59,Accommodation and food services,1998,10.41
British Columbia,59,Accommodation and food services,1999,10.28
British Columbia,59,Accommodation and food services,2000,10.82
British Columbia,59,Accommodation and food services,2001,10.95
British Columbia,59,Accommodation and food services,2002,11.1
British Columbia,59,Accommodation and food services,2003,11.28
British Columbia,59,Accommodation and food services,2004,11.57
British Columbia,59,Accommodation and food services,2005,12
British Columbia,59,Accommodation and food services,2006,11.82
British Columbia,59,Accommodation and food services,2007,12.37
British Columbia,59,Accommodation and food services,2008,12.89
British Columbia,59,Accommodation and food services,2009,12.96
British Columbia,59,Accommodation and food services,2010,12.98
British Columbia,59,Accommodation and food services,2011,13.33
British Columbia,59,Accommodation and food services,2012,14.19
British Columbia,59,Accommodation and food services,2013,14.18
British Columbia,59,Accommodation and food services,2014,14.89
British Columbia,59,Accommodation and food services,2015,14.79
British Columbia,59,Other services (except public administration),1997,14.24
British Columbia,59,Other services (except public administration),1998,14.19
British Columbia,59,Other services (except public administration),1999,13.75
British Columbia,59,Other services (except public administration),2000,15.36
British Columbia,59,Other services (except public administration),2001,14.95
British Columbia,59,Other services (except public administration),2002,15.25
British Columbia,59,Other services (except public administration),2003,16.42
British Columbia,59,Other services (except public administration),2004,16.12
British Columbia,59,Other services (except public administration),2005,16.78
British Columbia,59,Other services (except public administration),2006,17.44
British Columbia,59,Other services (except public administration),2007,18.19
British Columbia,59,Other services (except public administration),2008,18.26
British Columbia,59,Other services (except public administration),2009,18.59
British Columbia,59,Other services (except public administration),2010,19.6
British Columbia,59,Other services (except public administration),2011,19.52
British Columbia,59,Other services (except public administration),2012,19.62
British Columbia,59,Other services (except public administration),2013,20.28
British Columbia,59,Other services (except public administration),2014,20.98
British Columbia,59,Other services (except public administration),2015,21.3
British Columbia,59,Public administration,1997,21.18
British Columbia,59,Public administration,1998,20.95
British Columbia,59,Public administration,1999,21.55
British Columbia,59,Public administration,2000,21.86
British Columbia,59,Public administration,2001,22.56
British Columbia,59,Public administration,2002,23.95
British Columbia,59,Public administration,2003,24.41
British Columbia,59,Public administration,2004,24.83
British Columbia,59,Public administration,2005,25.88
British Columbia,59,Public administration,2006,26.57
British Columbia,59,Public administration,2007,27.22
British Columbia,59,Public administration,2008,28.1
British Columbia,59,Public administration,2009,30.07
British Columbia,59,Public administration,2010,30.75
British Columbia,59,Public administration,2011,32.18
British Columbia,59,Public administration,2012,31.63
British Columbia,59,Public administration,2013,32.6
British Columbia,59,Public administration,2014,32.7
British Columbia,59,Public administration,2015,33.27
